623875.1593699886,308379.7126634735
623853.2269027862,308355.306881522
623855.9202205185,308340.9454458642
623845.8732621021,308338.25579448487
623828.8939956033,308324.1056265451
623802.1359791281,308316.19215940044
623788.8589898045,308310.0116950465
623785.4254455891,308310.95722589915
623738.2261902966,308260.89063347166
623727.3358782422,308247.02021461213
623720.5562086009,308232.22416168824
623716.4319627271,308218.6641665854
623714.490567078,308201.86160924257
623708.2989704174,308203.8060562681
623645.2202692783,308204.2556693392
623643.139419043,308205.2744778236
623643.6630717237,308208.6411878944
623637.9441854643,308215.0643271762
623624.003928107,308223.3389451207
623613.7526975003,308225.09735774616
623594.1307924171,308224.1976920341
623578.2997688071,308214.55804733984
623561.384300181,308213.7825928072
623533.6798064767,308196.91344019736
623573.2616663054,308117.38899186323
623583.5500971029,308100.0329520579
623587.7560624717,308096.88307938445
623599.1357995477,308070.66324810317
623608.5438484232,308057.72381130856
623643.6090428848,307988.0207960129
623646.9784638373,307973.69028934283
623655.9140984792,307956.2723341929
623694.4148646626,307885.6129065359
623710.4371455986,307876.31967969856
623721.3521554396,307860.10683841933
623730.1862177321,307844.91279543896
623731.4749240377,307831.6011165418
623742.0840578901,307822.0596772182
623800.5813485327,307759.0036495891
623874.579714898,307683.28884278185
623956.7898126689,307591.23848368076
623965.4650982971,307579.38020404003
623977.2562259099,307544.26604822
624000.6332786875,307433.9158671294
624004.2973194207,307398.4285625012
624003.7988369501,307364.9785901843
624012.9538485623,307357.59933648247
624020.2318483554,307346.79119207145
624061.3341583881,307323.05142968096
624130.1071515732,307272.72726339434
624204.5386817901,307202.6077176394
624226.6425972573,307179.11035365483
624232.261140686,307174.9116395933
624254.4675285838,307149.19061456533
624253.4206521693,307142.4570548542
624261.9384737556,307119.44956727664
624272.9078994754,307102.12598945724
624336.3108484554,307035.95813412115
624387.2383286067,306990.38778569235
624399.8740801652,306980.9407732155
624527.4808950968,306919.9570559899
624553.9669926247,306904.4623547951
624571.8083128006,306885.2271387784
624591.5663957635,306853.82352129696
624616.3809267342,306830.45246030955
624696.1092132705,306792.8964385367
624701.8822207508,306785.3625804483
624700.7846085657,306779.74080099084
624675.503714233,306739.5780009551
624634.1717661512,306679.73421209335
624590.3476093423,306629.8043359141
624517.7648833067,306556.2555820926
624352.9982227753,306370.407358044
624188.2315499551,306184.559536111
624133.6123422798,306118.53926438076
624086.9036645526,306057.33987364837
624059.5827620209,306017.0872849519
624011.671332529,305952.49084690074
623990.7613437282,305920.33262406423
623873.048385939,305721.04443839315
623830.3289999128,305646.6602898155
623811.1266749044,305606.7928885664
623807.2182442078,305603.2598471408
623827.9209548227,305580.82150392915
623855.3432508064,305559.79449051205
623888.4227274455,305518.9709637478
623898.6661906476,305502.7162338653
623919.0868497042,305456.8664528208
623935.2587124086,305385.1833803358
623947.6605983207,305277.6720206712
