488080.39055199764,232399.20778467564,71.82,0.0
488059.55076378403,232334.3136453816,71.82,0.06817703114617092
488054.28916283906,232242.99304499925,71.82,0.09149727024068198
488111.36724267266,232161.67077175883,71.82,0.09938139518317951
488175.5123061783,232030.40995968433,71.82,0.14613607367026848
488239.6573324126,231899.14913990194,72.44,0.1461360439739941
488317.09651362826,231696.366133482,71.82,0.21712602823995863
488394.5356021043,231493.5831255346,71.82,0.21712596019577857
488393.4587641868,231398.99849128435,71.82,0.09461677187367568
488415.4020059549,231323.7338346404,71.82,0.07841973265832669
488422.5092528714,231232.63148163407,71.82,0.09140428438274828
488338.0096134129,231095.40992702564,71.89,0.1611962435406613
488253.5099601539,230958.18845503038,71.82,0.16119620995782524
488268.85743178305,230750.41524814974,72.05,0.20839661103240448
488241.867765976,230605.30969649067,71.82,0.147634877857868
488300.43854633695,230479.5141423228,71.82,0.1388007856195117
488382.8817688602,230325.21494113797,71.5,0.1749913367044762
488440.9096529063,230191.6235655979,71.82,0.1456899334349835
488543.3045736444,230075.5056693712,71.82,0.15485883200263117
488653.39490148105,230029.61581712408,71.91,0.11930452877477427
488733.26535040233,229866.37612332348,74.72,0.18178175800595708
488906.3711012652,229717.0309365556,74.07,0.22868807915706313
488907.3589877922,229661.4216578636,75.0,0.05563328317752525
488886.62393069733,229513.0860270823,74.54,0.14981886029856817
488896.3440303164,229314.11471940967,74.38,0.19926314601276784
488959.11698342406,229108.2982931682,73.66,0.2152352255992267
488917.66576877347,228945.68808983505,74.4,0.16785619600244228
488876.21450682153,228783.07795729145,74.95,0.16785615428243217
488943.30488642014,228644.09008104066,73.38,0.15437550155088609
488990.803786978,228485.84166354968,73.27,0.1652684274451497
489160.5407299778,228374.27036653896,77.49,0.20317813493785586
489274.31541541475,228278.394552042,80.51,0.14882522254650965
489300.7317546091,228146.47380043194,80.73,0.1345763443267547
489380.7704076357,228034.4237724229,77.97,0.1377379585360634
489460.8090376871,227922.3737278086,81.42,0.1377379345388574
489558.93143418175,227895.20171230656,81.43,0.10184289044358419
489727.20300335577,227714.09167359618,78.03,0.24728414382408204
489895.4745303061,227532.98156611362,84.77,0.24728407392788476
490102.25320345734,227525.0201117024,79.38,0.20698805796341357
490309.0319681091,227517.0586719247,80.17,0.20698805425330224
490543.49417115405,227442.30158454724,81.12,0.24615831622389361
490576.7084482647,227392.83773757162,81.24,0.05959680372286513
490561.01072846045,227310.22568839564,80.36,0.08411296336505458
490681.5039605366,227149.97452963266,81.53,0.20055116324151445
490857.97707980435,227050.8185979424,80.64,0.2024765896896321
490974.72587128665,226946.1334279161,80.65,0.15685189363819596
491204.77415337204,226964.7800404325,80.28,0.23086484270171947
491293.9492041369,226901.87685511072,81.11,0.10915768687435268
491265.7847380439,226824.597898379,81.16,0.08227338011555307
491088.8511788862,226683.42172499964,80.93,0.22641499158939205
491024.6855006256,226467.5342881385,80.8,0.22528187462407434
491045.1290063327,226326.61265470413,80.96,0.14243510795825287
491173.9508867346,226296.69320212305,80.42,0.13228628569645728
491302.7727978257,226266.77374220223,80.75,0.13228627914832458
491432.1075324733,226303.06675558013,80.7,0.1343664568790448
491561.44230602327,226339.35980047562,80.59,0.13436646387477502
491773.0492884597,226389.95867140385,80.52,0.21763068041004097
491895.53128938744,226312.10029092964,81.58,0.14517242459823976
491882.9947809967,226170.57657202941,83.25,0.142115857899757
491804.57810132124,225945.51680857933,82.69,0.23839346957840668
491722.7517964617,225755.99767087656,81.15,0.20648450287883335
491655.2391656495,225648.5145630121,81.58,0.1269614116649027
491587.72652632056,225541.03150772207,83.34,0.12696139095119285
491559.4892110598,225316.8937876258,83.95,0.2259699444091563
491551.93611416064,225165.44962795082,83.53,0.15167302786633385
491544.3829668347,225014.00550867725,82.23,0.15167299261542944
491589.4363306763,224958.08879529205,83.02,0.07182790737070377
491599.2919935803,224908.20436765562,83.33,0.050862321237296726
491577.3096021766,224831.03708236825,82.61,0.08025874097116059
491584.84399727645,224719.9202606307,83.55,0.1114018067428173
491633.9493717654,224536.69174411334,82.32,0.18974537421158288
491683.05466658674,224353.46324014268,82.79,0.18974532054955873
491636.5004413925,224152.35408621313,81.92,0.20648246738211995
491615.65282979014,224012.90510366828,82.89,0.14103649189295808
491677.33398595266,223876.07714701502,82.91,0.1501283471201056
491671.0343798445,223731.33129479643,82.96,0.14492165983671157
491619.3432447513,223660.29630216656,83.31,0.08787535321142137
491513.0583280122,223563.7904854325,83.44,0.14359980235750847
491406.7734258501,223467.2847346332,83.28,0.14359978150878305
491385.53060646413,223348.96821153548,83.4,0.12024064667478207
491430.8436099859,223204.05146770942,82.77,0.15187660808892467
491476.15656401357,223059.1347278784,82.73,0.15187657408835165
491627.4766038477,222876.1025620765,85.89,0.23754738811300058
491723.642025867,222792.75172689004,85.35,0.12729423752939617
491819.80744451046,222709.4008711748,84.38,0.12729422089392095
492043.43066964997,222601.1326189669,85.0,0.24852031663039043
492133.71315845597,222482.63534657258,85.75,0.14901132286905927
492167.6279213803,222397.59247494428,86.84,0.0915804129577058
